instrument,asset_class,direction,setup_type,call_type,timestamp,entry,stoploss,target,rr,rr_tier,outcome,exit_price,r_multiple
POONAWALLA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:35:00+05:30,419.3,416.38,452.3,11.31,01:11,LOST,416.38,-1
POONAWALLA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:30:00+05:30,411.65,411.1,419.9,14.94,01:15,LOST,411.1,-1
POONAWALLA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:45:00+05:30,399.1,395.74,412.4,3.95,01:04,LOST,395.74,-1
POONAWALLA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T14:40:00+05:30,399.15,398.95,401.45,11.22,01:11,LOST,398.95,-1
PFC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T10:35:00+05:30,411.35,408.78,423.9,4.88,01:05,WON,423.9,4.88
PFC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-09T11:20:00+05:30,434.5,436.38,432.35,1.15,01:01,LOST,436.38,-1
POWERGRID,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-01T14:40:00+05:30,286.65,286.98,285.5,3.5,01:04,LOST,286.98,-1
POWERGRID,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-11T10:45:00+05:30,288.3,289.12,287,1.59,01:02,LOST,289.12,-1
POWERGRID,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-11T10:45:00+05:30,288.3,289.12,287,1.59,01:02,LOST,289.12,-1
POWERGRID,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T11:35:00+05:30,288.95,289.61,287.2,2.64,01:03,LOST,289.61,-1
PRESTIGE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-15T13:50:00+05:30,1355.6,1352.64,1379.8,8.19,01:08,LOST,1352.64,-1
PRESTIGE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:25:00+05:30,1332.4,1327.2,1359.4,5.19,01:05,WON,1359.4,5.19
PRESTIGE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:40:00+05:30,1331.7,1327.26,1359.4,6.24,01:06,WON,1359.4,6.24
PRESTIGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T10:15:00+05:30,1399.2,1407.58,1385.2,1.67,01:02,LOST,1407.58,-1
PRESTIGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T10:35:00+05:30,1401.4,1407.56,1385.2,2.63,01:03,LOST,1407.56,-1
PRESTIGE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:15:00+05:30,1350.9,1342.97,1359.4,1.07,01:01,LOST,1342.97,-1
PRESTIGE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-19T14:45:00+05:30,1499.7,1499.17,1504.9,9.72,01:10,LOST,1499.17,-1
PRESTIGE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:05:00+05:30,1537,1521,1580.6,2.73,01:03,WON,1580.6,2.72
PRESTIGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-30T15:00:00+05:30,1561.7,1567.3,1554.1,1.36,01:01,LOST,1567.3,-1
PRESTIGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-02T11:20:00+05:30,1650.9,1668.67,1597,3.03,01:03,LOST,1668.67,-1
PRESTIGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-02T11:20:00+05:30,1650.9,1668.66,1597,3.04,01:03,LOST,1668.66,-1
PREMIERENE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-08T14:00:00+05:30,1087.5,1087.04,1090,5.44,01:05,LOST,1087.04,-1
PREMIERENE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-30T14:15:00+05:30,1050.4,1049.81,1051.5,1.88,01:02,LOST,1049.81,-1
PNB,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-19T14:30:00+05:30,108.83,108.69,109.2,2.6,01:03,LOST,108.69,-1
PNB,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-25T13:50:00+05:30,108.38,108.42,108.3,2.18,01:02,LOST,108.42,-1
RRKABEL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:40:00+05:30,2345,2361.29,2281.2,3.92,01:04,LOST,2361.29,-1
RRKABEL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T10:30:00+05:30,2524.6,2509.59,2548,1.56,01:02,LOST,2509.59,-1
RRKABEL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-29T11:00:00+05:30,2519.6,2550.21,2475.5,1.44,01:01,WON,2475.5,1.44
RBLBANK,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T10:50:00+05:30,323.25,320.04,327.7,1.39,01:01,WON,327.7,1.39
RBLBANK,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T11:35:00+05:30,342.4,341.72,343.8,2.06,01:02,LOST,341.72,-1
RBLBANK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-18T10:55:00+05:30,373.5,373.31,374,2.59,01:03,LOST,373.31,-1
RBLBANK,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T10:55:00+05:30,377.6,381.09,373.75,1.1,01:01,WON,373.75,1.1
RBLBANK,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:25:00+05:30,378.45,381.09,373.75,1.78,01:02,WON,373.75,1.78
RECLTD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T14:35:00+05:30,331.75,331.3,332.7,2.09,01:02,WON,332.7,2.11
RECLTD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T14:40:00+05:30,331.95,331.5,332.7,1.65,01:02,LOST,331.5,-1
RHIM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T15:15:00+05:30,414.5,415.04,403.1,21.1,01:21,LOST,415.04,-1
RHIM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-11T14:05:00+05:30,359.55,363.36,354,1.46,01:01,LOST,363.36,-1
RHIM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-30T14:05:00+05:30,364.05,364.87,362.1,2.39,01:02,LOST,364.87,-1
RITES,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T11:40:00+05:30,205.66,206.04,203.42,5.93,01:06,LOST,206.04,-1
RITES,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:30:00+05:30,214.01,214.39,213.1,2.37,01:02,WON,213.1,2.39
RITES,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:30:00+05:30,214.01,214.39,213.1,2.37,01:02,WON,213.1,2.39
RADICO,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:45:00+05:30,3760.5,3756.02,3768.6,1.81,01:02,LOST,3756.02,-1
RADICO,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-30T14:30:00+05:30,3968.8,3962.74,3975,1.02,01:01,LOST,3962.74,-1
RVNL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-18T10:45:00+05:30,273.25,274.5,271.2,1.64,01:02,LOST,274.5,-1
RVNL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:10:00+05:30,248.57,250.08,246.1,1.63,01:02,WON,246.1,1.64
RAINBOW,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-03T14:30:00+05:30,1330.4,1323.13,1338,1.05,01:01,WON,1338,1.05
RAINBOW,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-30T14:15:00+05:30,1424.1,1420.88,1430,1.84,01:02,LOST,1420.88,-1
REDINGTON,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-13T14:45:00+05:30,211.24,212.01,210.03,1.57,01:02,WON,210.03,1.57
REDINGTON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:40:00+05:30,217.59,216.85,218.53,1.27,01:01,LOST,216.85,-1
REDINGTON,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-20T11:00:00+05:30,223.95,224.94,222.87,1.09,01:01,LOST,224.94,-1
REDINGTON,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-20T11:00:00+05:30,223.95,224.94,222.87,1.09,01:01,LOST,224.94,-1
REDINGTON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-10T11:35:00+05:30,235.34,234.29,238,2.54,01:03,LOST,234.29,-1
REDINGTON,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-18T14:00:00+05:30,271.98,270.15,274.72,1.49,01:01,LOST,270.15,-1
RKFORGE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:25:00+05:30,561.05,557.39,580.1,5.21,01:05,LOST,557.39,-1
RKFORGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T13:50:00+05:30,594.9,596.3,593,1.36,01:01,WON,593,1.36
SBFC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T11:00:00+05:30,92.5,92.85,91.66,2.37,01:02,LOST,92.85,-1
SBFC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T11:00:00+05:30,92.5,92.86,91.66,2.36,01:02,LOST,92.86,-1
RPOWER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-04T14:20:00+05:30,27.39,27.46,27.3,1.21,01:01,LOST,27.46,-1
RPOWER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:35:00+05:30,27.87,28.08,27.66,1.02,01:01,WON,27.66,1
RPOWER,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T14:50:00+05:30,24.16,24.04,25.1,8.05,01:08,WON,25.1,7.83
SBICARD,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-18T10:40:00+05:30,614,614.72,612.8,1.66,01:02,LOST,614.72,-1
SBICARD,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-20T10:40:00+05:30,616,619.78,612.1,1.03,01:01,LOST,619.78,-1
SBICARD,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T14:55:00+05:30,620.3,622.91,617.1,1.23,01:01,LOST,622.91,-1
SBICARD,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T14:55:00+05:30,620.3,622.9,617.1,1.23,01:01,LOST,622.9,-1
SBICARD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:20:00+05:30,597.95,595.59,602.1,1.76,01:02,LOST,595.59,-1
SBICARD,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:55:00+05:30,577.8,578.68,576.7,1.25,01:01,WON,576.7,1.25
SBILIFE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T10:45:00+05:30,1885.5,1890.62,1879.3,1.21,01:01,LOST,1890.62,-1
SBILIFE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T10:45:00+05:30,1885.5,1890.62,1879.3,1.21,01:01,LOST,1890.62,-1
SBILIFE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T15:05:00+05:30,1785.3,1782.51,1793.5,2.94,01:03,LOST,1782.51,-1
SJVN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T13:45:00+05:30,75.2,75.49,74.69,1.74,01:02,LOST,75.49,-1
SJVN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-04T14:10:00+05:30,73.59,73.63,73.55,1.03,01:01,LOST,73.63,-1
SJVN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-04T14:10:00+05:30,73.59,73.63,73.55,1.03,01:01,LOST,73.63,-1
SRF,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-20T14:45:00+05:30,2617.9,2600.44,2636.6,1.07,01:01,WON,2636.6,1.07
SRF,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-26T11:00:00+05:30,2763.5,2756.01,2788,3.27,01:03,LOST,2756.01,-1
SRF,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T10:15:00+05:30,2813.8,2825.66,2780.9,2.78,01:03,OPEN,,0
SAILIFE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-01T11:15:00+05:30,1161.8,1176.59,1141,1.41,01:01,WON,1141,1.41
SAILIFE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-04T14:25:00+05:30,1156.9,1152.49,1164,1.61,01:02,WON,1164,1.61
SAILIFE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-05T10:30:00+05:30,1170.8,1168.78,1175.4,2.28,01:02,WON,1175.4,2.28
SAILIFE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-16T14:10:00+05:30,1205.4,1200.54,1214,1.77,01:02,LOST,1200.54,-1
SAILIFE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-18T11:20:00+05:30,1205.4,1202.79,1214,3.29,01:03,LOST,1202.79,-1
SAGILITY,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T14:45:00+05:30,41.6,41.64,41.48,3.34,01:03,WON,41.48,3
SAMMAANCAP,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-20T10:50:00+05:30,135.6,135.89,134.81,2.71,01:03,LOST,135.89,-1
MOTHERSON,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-15T11:30:00+05:30,129.62,128.91,131.3,2.36,01:02,WON,131.3,2.37
MOTHERSON,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-20T14:25:00+05:30,133.11,131.25,138.69,3,01:03,LOST,131.25,-1
MOTHERSON,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-03T14:40:00+05:30,144.64,144.28,145.11,1.32,01:01,WON,145.11,1.31
MOTHERSON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T14:50:00+05:30,147.99,147.71,148.73,2.68,01:03,LOST,147.71,-1
SAPPHIRE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:10:00+05:30,174.52,171.95,177.29,1.08,01:01,WON,177.29,1.08
SAPPHIRE,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-11T10:45:00+05:30,168.13,168.95,166.12,2.44,01:02,WON,166.12,2.45
SAPPHIRE,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-11T10:45:00+05:30,168.13,168.98,166.12,2.36,01:02,WON,166.12,2.36
SARDAEN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:40:00+05:30,533.15,538.01,526.8,1.31,01:01,LOST,538.01,-1
SARDAEN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:40:00+05:30,533.15,538.04,526.8,1.3,01:01,LOST,538.04,-1
SARDAEN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-07-01T10:25:00+05:30,495,494.21,498,3.8,01:04,WON,498,3.8
SAREGAMA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T14:50:00+05:30,405.5,407.02,400.2,3.49,01:03,WON,400.2,3.49
SAREGAMA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-30T15:10:00+05:30,493.1,491.95,494.8,1.48,01:01,LOST,491.95,-1
SCHAEFFLER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:40:00+05:30,3991.7,4040.59,3886.6,2.15,01:02,LOST,4040.59,-1
SCHAEFFLER,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-19T14:25:00+05:30,4296,4293.76,4328.7,14.58,01:15,LOST,4293.76,-1
SCHNEIDER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T14:30:00+05:30,1285,1301.22,1261,1.48,01:01,LOST,1301.22,-1
SCHNEIDER,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-19T14:50:00+05:30,1325.1,1324.2,1335.5,11.53,01:12,LOST,1324.2,-1
SCHNEIDER,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-19T14:50:00+05:30,1325.1,1323.19,1335.5,5.45,01:05,WON,1335.5,5.45
SCHNEIDER,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T14:25:00+05:30,1439.2,1430.9,1447.9,1.05,01:01,WON,1447.9,1.05
SCI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T11:15:00+05:30,291.65,288.63,299.4,2.56,01:03,LOST,288.63,-1
SCI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T11:35:00+05:30,290.75,288.62,299.4,4.06,01:04,LOST,288.62,-1
SHRIRAMFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T14:45:00+05:30,935.75,937.59,932.5,1.77,01:02,WON,932.5,1.77
SHRIRAMFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T14:45:00+05:30,935.75,938.26,932.5,1.29,01:01,WON,932.5,1.29
SHRIRAMFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T10:25:00+05:30,1008.2,1012.97,1002.75,1.14,01:01,LOST,1012.97,-1
SHRIRAMFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-18T11:10:00+05:30,1009.35,1011.74,1005.05,1.8,01:02,WON,1005.05,1.8
SHRIRAMFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-18T11:10:00+05:30,1009.35,1011.75,1005.05,1.79,01:02,WON,1005.05,1.79
SHRIRAMFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-19T14:00:00+05:30,1002.65,1001.74,1004.85,2.42,01:02,LOST,1001.74,-1
SHRIRAMFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-19T14:15:00+05:30,1002.65,1001.75,1004.85,2.44,01:02,LOST,1001.75,-1
SHREECEM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:50:00+05:30,23630,23661.88,23585,1.41,01:01,WON,23585,1.41
SHREECEM,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-03T11:00:00+05:30,26745,26691.03,26885,2.59,01:03,WON,26885,2.59
SHYAMMETL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T10:30:00+05:30,867.95,859.52,877.7,1.16,01:01,WON,877.7,1.16
SHYAMMETL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T10:30:00+05:30,867.95,859.49,877.7,1.15,01:01,WON,877.7,1.15
SHYAMMETL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-19T11:30:00+05:30,901.7,895.97,930.65,5.05,01:05,LOST,895.97,-1
SHYAMMETL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-22T10:30:00+05:30,940.7,938.48,943.95,1.46,01:01,LOST,938.48,-1
SHYAMMETL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-09T14:00:00+05:30,971.1,968.12,978,2.31,01:02,WON,978,2.32
ENRIN,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-20T11:40:00+05:30,3327.8,3302.56,3357.6,1.18,01:01,WON,3357.6,1.18
ENRIN,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-20T11:40:00+05:30,3327.8,3302.42,3357.6,1.17,01:01,WON,3357.6,1.17
ENRIN,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-21T11:25:00+05:30,3624.5,3575.37,3683,1.19,01:01,LOST,3575.37,-1
ENRIN,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T11:35:00+05:30,3657.4,3640.55,3683,1.52,01:02,WON,3683,1.52
ENRIN,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-16T14:45:00+05:30,3645.8,3625.24,3667,1.03,01:01,LOST,3625.24,-1
SIGNATURE,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-26T11:35:00+05:30,810.65,811.21,808,4.74,01:05,LOST,811.21,-1
SIGNATURE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-12T11:25:00+05:30,773.6,768.49,780.85,1.42,01:01,LOST,768.49,-1
SIGNATURE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:15:00+05:30,797.05,799.05,792.4,2.33,01:02,LOST,799.05,-1
SIGNATURE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:15:00+05:30,797.05,799.02,792.4,2.35,01:02,LOST,799.02,-1
SIEMENS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T10:30:00+05:30,3789,3778.24,3826.9,3.52,01:04,LOST,3778.24,-1
SIEMENS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-12T14:30:00+05:30,3556,3548.41,3571.7,2.07,01:02,WON,3571.7,2.07
SIEMENS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-12T14:40:00+05:30,3559,3548.4,3571.7,1.2,01:01,WON,3571.7,1.2
SIEMENS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-25T14:05:00+05:30,3636,3643.08,3625,1.55,01:02,WON,3625,1.55
SOBHA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:55:00+05:30,1372.4,1365.26,1385,1.77,01:02,WON,1385,1.76
SOBHA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:55:00+05:30,1372.4,1365.25,1385,1.76,01:02,WON,1385,1.76
SOBHA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T12:00:00+05:30,1427.5,1440.49,1400.8,2.05,01:02,WON,1400.8,2.06
SOBHA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T11:30:00+05:30,1449,1433.37,1495.89,3,01:03,LOST,1433.37,-1
SOBHA,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T14:50:00+05:30,1295.2,1302.01,1285.6,1.41,01:01,LOST,1302.01,-1
SOBHA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:05:00+05:30,1430.7,1438.08,1413.4,2.34,01:02,WON,1413.4,2.34
SOBHA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T11:25:00+05:30,1431.4,1438.1,1413.4,2.68,01:03,WON,1413.4,2.69
SOBHA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-23T11:15:00+05:30,1433.9,1430.61,1441.8,2.4,01:02,LOST,1430.61,-1
SOBHA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T11:45:00+05:30,1440.7,1449.43,1426.4,1.64,01:02,LOST,1449.43,-1
SONACOMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-26T10:35:00+05:30,598.75,597.92,599.7,1.14,01:01,LOST,597.92,-1
SONACOMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-04T10:40:00+05:30,609.2,607.94,610.6,1.11,01:01,LOST,607.94,-1
SONACOMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-25T11:35:00+05:30,629.05,628.24,631.85,3.46,01:03,LOST,628.24,-1
SONACOMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-02T14:05:00+05:30,666.4,661.32,681.63,3,01:03,LOST,661.32,-1
SONATSOFTW,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-29T12:10:00+05:30,270.65,272.62,268.1,1.29,01:01,WON,268.1,1.29
SONATSOFTW,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-19T11:30:00+05:30,299.85,297.85,303.45,1.8,01:02,LOST,297.85,-1
STARHEALTH,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-21T10:40:00+05:30,528.55,525.52,531.9,1.11,01:01,LOST,525.52,-1
STARHEALTH,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-29T11:40:00+05:30,584.15,587.81,578.4,1.57,01:02,LOST,587.81,-1
SAIL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-19T14:55:00+05:30,198.4,196.95,199.98,1.09,01:01,LOST,196.95,-1
SAIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T15:15:00+05:30,203.9,203.64,204.55,2.54,01:03,LOST,203.64,-1
SAIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-10T11:40:00+05:30,184.3,183.82,185.5,2.48,01:02,LOST,183.82,-1
SUNPHARMA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T14:20:00+05:30,1790.1,1794.3,1783.7,1.52,01:02,LOST,1794.3,-1
SUNTV,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-20T11:20:00+05:30,516.1,516.96,512.2,4.55,01:05,LOST,516.96,-1
SUNTV,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:30:00+05:30,517.85,515.83,522,2.06,01:02,LOST,515.83,-1
SUNTV,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-22T10:15:00+05:30,487.95,489.35,485,2.11,01:02,LOST,489.35,-1
SUNTV,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T14:45:00+05:30,492.4,494.42,487,2.67,01:03,LOST,494.42,-1
SUNTV,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T14:45:00+05:30,492.4,494.39,487,2.71,01:03,LOST,494.39,-1
SUNTV,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-11T11:30:00+05:30,502.85,505.55,498,1.79,01:02,LOST,505.55,-1
SUMICHEM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T15:00:00+05:30,449.45,448.13,450.95,1.13,01:01,LOST,448.13,-1
SUMICHEM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T15:00:00+05:30,449.45,448.14,450.95,1.14,01:01,LOST,448.14,-1
SUMICHEM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-23T14:20:00+05:30,436.05,432.14,444.55,2.18,01:02,LOST,432.14,-1
SUNDARMFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-20T11:20:00+05:30,4453,4457.73,4444,1.9,01:02,WON,4444,1.9
SUNDARMFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-21T14:15:00+05:30,4514.2,4503.4,4543,2.67,01:03,LOST,4503.4,-1
SUNDARMFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-25T14:45:00+05:30,4397.5,4402.21,4363.7,7.18,01:07,LOST,4402.21,-1
SUNDARMFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:15:00+05:30,4185.5,4165.88,4245.9,3.08,01:03,LOST,4165.88,-1
SUNDARMFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-04T11:05:00+05:30,4118.6,4102.76,4189.4,4.47,01:04,LOST,4102.76,-1
SUNDARMFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-04T11:05:00+05:30,4118.6,4102.83,4189.4,4.49,01:04,LOST,4102.83,-1
